terrain_path,satellite_path,slope_variation,elevation_change,water_proximity,vegetation_density,coastal,has_lake,has_river,z,x,y
z16/19528_24200.png,z16/19528_24200.png,0.009788294633229574,56.0,0.0568695068359375,0.3410452902317047,False,False,False,16,19528,24200
z16/19528_24201.png,z16/19528_24201.png,0.008350803454717,99.2001953125,0.0054779052734375,0.3385450541973114,False,False,False,16,19528,24201
z16/19528_24202.png,z16/19528_24202.png,0.009708868463834126,97.099609375,0.0023345947265625,0.33550649881362915,False,False,False,16,19528,24202
z16/19528_24203.png,z16/19528_24203.png,0.010909937818845113,117.7998046875,0.021881103515625,0.33483561873435974,False,False,False,16,19528,24203
z16/19528_24204.png,z16/19528_24204.png,0.00993694265683492,85.19921875,0.009765625,0.34004658460617065,False,False,False,16,19528,24204
z16/19528_24205.png,z16/19528_24205.png,0.010998189449310303,101.30078125,0.00885009765625,0.3383875787258148,False,False,False,16,19528,24205
z16/19528_24206.png,z16/19528_24206.png,0.012135094404220581,99.400390625,0.00982666015625,0.3354816138744354,False,False,False,16,19528,24206
z16/19528_24207.png,z16/19528_24207.png,0.009427839517593383,85.599609375,0.000457763671875,0.3385007679462433,False,False,False,16,19528,24207
z16/19528_24208.png,z16/19528_24208.png,0.0071121280392011,52.2998046875,0.0291748046875,0.3369762897491455,False,False,False,16,19528,24208
z16/19528_24209.png,z16/19528_24209.png,0.00835552712281545,51.1005859375,0.00811767578125,0.3324242830276489,False,False,False,16,19528,24209
z16/19528_24210.png,z16/19528_24210.png,0.010543809334437052,46.599609375,0.0355987548828125,0.33880722522735596,False,False,False,16,19528,24210
z16/19528_24211.png,z16/19528_24211.png,0.0069972788294156395,44.099609375,0.0127716064453125,0.3363966643810272,False,False,False,16,19528,24211
z16/19528_24212.png,z16/19528_24212.png,0.00824205627044042,46.7001953125,0.0045318603515625,0.3331541121006012,False,False,False,16,19528,24212
z16/19528_24213.png,z16/19528_24213.png,0.005586109558741252,41.2998046875,0.0075836181640625,0.3427334129810333,False,False,False,16,19528,24213
z16/19528_24214.png,z16/19528_24214.png,0.010221795241038004,46.1005859375,0.006378173828125,0.3333406448364258,False,False,False,16,19528,24214
z16/19528_24215.png,z16/19528_24215.png,0.01119895080725352,74.2998046875,0.0003814697265625,0.33696863055229187,False,False,False,16,19528,24215
z16/19528_24216.png,z16/19528_24216.png,0.011366333564122517,101.099609375,0.037384033203125,0.3362610340118408,False,False,False,16,19528,24216
z16/19528_24217.png,z16/19528_24217.png,0.008877127369244894,73.5,0.0245361328125,0.3365398347377777,False,False,False,16,19528,24217
z16/19528_24218.png,z16/19528_24218.png,0.005701793730258942,57.2001953125,0.0018463134765625,0.3352251648902893,False,False,False,16,19528,24218
z16/19528_24219.png,z16/19528_24219.png,0.009695862730344137,90.400390625,0.029449462890625,0.3376167416572571,False,False,False,16,19528,24219
z16/19528_24220.png,z16/19528_24220.png,0.012107102076212566,152.599609375,0.060791015625,0.33391273021698,False,False,False,16,19528,24220
